Name                                                                          Stmts   Miss  Cover
sfpcl_credit/tests/test_notifications_api.py                                    155      1    99%
sfpcl_credit/tests/test_object_permissions.py                                    60      0   100%
sfpcl_credit/tests/test_scheduler_services.py                                    48      0   100%
sfpcl_credit/tests/test_seed_demo_users.py                                      140      0   100%
sfpcl_credit/tests/test_seed_e2e_users.py                                        59      0   100%
sfpcl_credit/tests/test_tracer_api.py                                           125      0   100%
sfpcl_credit/tests/test_workflow_events_api.py                                  102      0   100%
sfpcl_credit/tests/test_workflow_guard.py                                        28      0   100%
sfpcl_credit/tracer/__init__.py                                                   0      0   100%
sfpcl_credit/tracer/apps.py                                                       4      0   100%
sfpcl_credit/tracer/migrations/0001_initial.py                                    8      0   100%
sfpcl_credit/tracer/migrations/0002_remove_tracer_workflowevent_state.py          4      0   100%
sfpcl_credit/tracer/migrations/__init__.py                                        0      0   100%
sfpcl_credit/tracer/models.py                                                    46      0   100%
sfpcl_credit/tracer/services.py                                                 118      4    97%
sfpcl_credit/tracer/views.py                                                    100     16    84%
sfpcl_credit/workflows/__init__.py                                                2      0   100%
sfpcl_credit/workflows/apps.py                                                    4      0   100%
sfpcl_credit/workflows/event_views.py                                            17      0   100%
sfpcl_credit/workflows/events.py                                                 61      2    97%
sfpcl_credit/workflows/guard.py                                                  51      2    96%
sfpcl_credit/workflows/migrations/0001_canonical_workflow_event.py                8      0   100%
sfpcl_credit/workflows/migrations/__init__.py                                     0      0   100%
sfpcl_credit/workflows/models.py                                                 16      0   100%
-------------------------------------------------------------------------------------------------
TOTAL                                                                          5862    244    96%
